"Continuity Software","New York, NY","https://www.secondmarket.com/company/continuity-software","http://www.continuitysoftware.com/","Jan 2006","$1M"
"Actionality","Munich, Germany","https://www.secondmarket.com/company/actionality","http://www.actionality.com/","Feb 2006","$1M"
"DHgate","","https://www.secondmarket.com/company/dhgate","http://www.dhgate.com/","Mar 2010","$30M"
"Amulet Pharmaceuticals","Rockville, MD","https://www.secondmarket.com/company/amulet-pharmaceuticals","http://www.amuletpharma.com","Mar 2007","$1.7M"
"Esphion","Albany, Auckland, New Zealand","https://www.secondmarket.com/company/esphion","http://www.esphion.com/","2006","$1.37M"
"Nualight","Cork, Ireland","https://www.secondmarket.com/company/nualight","http://www.nualight.ie/index.php","Apr 2010","$12M"
"Somanta Pharmaceuticals","Irvine, CA","https://www.secondmarket.com/company/somanta-pharmaceuticals","","Jan 2006","$3.67M"
"Axis Semiconductor","Boxborough, MA","https://www.secondmarket.com/company/axis-semiconductor","http://www.axissemi.com/","Nov 2010","$1M"
"Ampla Pharmaceuticals","La Jolla, CA","https://www.secondmarket.com/company/ampla-pharmaceuticals","","May 2011","$1.5M"
"T2 Biosystems","Cambridge, MA","https://www.secondmarket.com/company/t2-biosystems","http://www.t2biosystems.com","Aug 2011","$23M"
"IntegriChain","Princeton, NJ","https://www.secondmarket.com/company/integrichain","http://www.integrichain.com/","Oct 2006","$2M"
"Localbase","Joplin, MO","https://www.secondmarket.com/company/localbase","http://localbase.com","Nov 2010","$250K"
"CYBRA","Yonkers, NY","https://www.secondmarket.com/company/cybra","http://www.cybra.com/","Apr 2006","$2.48M"
"169 ST.","Lake Mary, FL","https://www.secondmarket.com/company/169-st","http://www.junebugreview.com","Jun 2009","$50K"
"Travanti Pharma","Mendota Heights, MN","https://www.secondmarket.com/company/travanti-pharma","http://www.travantipharma.com","Jul 2006","$7.5M"
"Juniper Medical","Pleasanton, CA","https://www.secondmarket.com/company/juniper-medical","","Mar 2006","$7.5M"
"RemitPro","Omaha, NE","https://www.secondmarket.com/company/remitpro","http://www.remitpro.com/","Apr 2006","$2.5M"
"Pepscan Therapeutics","Netherlands","https://www.secondmarket.com/company/pepscan-therapeutics","http://www.pepscantherapeutics.com","Sep 2006","EUR 7M"
"CAPE Technologies","Blackrock, Ireland","https://www.secondmarket.com/company/cape-technologies","","Nov 2006","$2.62M"
"Revinate","San Francisco, CA","https://www.secondmarket.com/company/revinate","http://www.revinate.com/","Apr 2010","$500K"
"Riptano","Austin, TX","https://www.secondmarket.com/company/riptano","http://riptano.com/","",""
"Futura Acorp","Navarra, Spain","https://www.secondmarket.com/company/futura-acorp","http://www.smartfutura.com/","May 2007","$1.35M"
"Cytomics Pharmaceuticals","Orsay, France","https://www.secondmarket.com/company/cytomics-pharmaceuticals","http://www.cytomics.fr","Feb 2006","EUR 10M"
"Cellca","Laupheim, Germany","https://www.secondmarket.com/company/cellca","http://www.cellca.de","May 2006","EUR 8.6M"
"Resistentia Pharmaceuticals","Sweden","https://www.secondmarket.com/company/resistentia-pharmaceuticals","","Sep 2006","$13M"
"Little Red Wagon Technologies","Glen Burnie, MD","https://www.secondmarket.com/company/little-red-wagon-technologies","http://www.lrwtechnologies.com/","Apr 2010","$275K"
"Beyond Oblivion","New York, NY","https://www.secondmarket.com/company/beyond-oblivion","http://beyondoblivion.com/","Mar 2011","$77M"
"Macheen","Austin, TX","https://www.secondmarket.com/company/macheen","http://macheen.com/","Jun 2011","$10M"
"Onyvax","West Yorkshire, United Kingdom","https://www.secondmarket.com/company/onyvax","http://www.onyvax.com","May 2006","GBP 8M"
"TransPharma Medical","Israel","https://www.secondmarket.com/company/transpharma-medical","http://www.transpharma-medical.com","Jul 2006","$18M"
"Gamida Cell","Jerusalem, Israel","https://www.secondmarket.com/company/gamida-cell","http://www.gamida-cell.com","Sep 2006","$16M"
"BONESUPPORT","Lund, Sweden","https://www.secondmarket.com/company/bonesupport","http://www.bonesupport.se","Jun 2011","SEK 120M"
"Bocada","Kirkland, WA","https://www.secondmarket.com/company/bocada","http://www.bocada.com/","Jul 2006","$4M"
"Procore Technologies","Santa Barbara, CA","https://www.secondmarket.com/company/procore-technologies","http://www.procore.com/","Jan 2007","$4M"
"Talyst","BELLEVUE, WA","https://www.secondmarket.com/company/talyst","http://talyst.com","May 2009","$8M"
"Rethink Books","San Francisco, CA","https://www.secondmarket.com/company/rethink-books","http://www.rethinkbooks.com/","Nov 2011","$2M"
"Brickstream","Atlanta, GA","https://www.secondmarket.com/company/brickstream","http://www.brickstream.com/","Apr 2010","$8.67M"
"Meridea Financial Software","Helsinki, Finland","https://www.secondmarket.com/company/meridea-financial-software","","May 2006","$5.15M"
"EBS Worldwide Services","Mumbai, India","https://www.secondmarket.com/company/ebs-worldwide-services","http://www.ebsworldwide.com/","Jun 2006","$5.5M"
"ATX Innovation","Austin, TX","https://www.secondmarket.com/company/atx-innovation","http://www.tabbedout.com","Oct 2010","$2.05M"
"Neurotech","Lincoln, RI","https://www.secondmarket.com/company/neurotech","http://www.neurotechusa.com","Nov 2006","$35M"
"Distil Interactive","Ottawa, Canada","https://www.secondmarket.com/company/distil-interactive","http://www.distilinteractive.com/","Jun 2007","$2.2M"
"Compiere","Redwood Shores, CA","https://www.secondmarket.com/company/compiere","http://www.compiere.com/","Jun 2006","$6M"
"XOS Digital","Lake Mary, FL","https://www.secondmarket.com/company/xos-digital","http://www.xosdigital.com","Jul 2011","$3.95M"
"Foundation Medicine","Cambridge, MA","https://www.secondmarket.com/company/foundation-medicine","http://www.foundationmedicine.com/","Oct 2011","$33M"
"BEZ Systems","Boston, MA","https://www.secondmarket.com/company/bez-systems","http://www.bez.com/","Sep 2006","$7.5M"
"Azimuth Systems","Acton, MA","https://www.secondmarket.com/company/azimuth-systems","http://www.azimuthsystems.com/","Dec 2006","$7.5M"
"Retail Info","Czech Republic","https://www.secondmarket.com/company/retail-info","http://www.retailinfo.eu","Jul 2006","$247K"
"Silicon Biosystems","Bologna, Italy","https://www.secondmarket.com/company/silicon-biosystems","http://www.siliconbiosystems.com/","Mar 2010","$6.83M"
"MyDatingTree","Atlanta, GA","https://www.secondmarket.com/company/mydatingtree","http://www.mydatingtree.com","Apr 2010","$10K"
"Interactions","Carmel, IN","https://www.secondmarket.com/company/interactions","http://web.interactions.net","Apr 2010","$6.25M"
"Reflex Photonics","Mountain View, CA","https://www.secondmarket.com/company/reflex-photonics","http://www.reflexphotonics.com/","Oct 2007","$3M"
"MeetingSense Software","San Diego, CA","https://www.secondmarket.com/company/meetingsense-software","http://www.meetingsense.com/","Jul 2007","$3M"
"CH Mack","Cincinnati, OH","https://www.secondmarket.com/company/ch-mack","http://www.chmack.com/","Oct 2007","$3M"
"SintecMedia","New York, NY","https://www.secondmarket.com/company/sintecmedia","http://www.sintecmedia.com","Apr 2006","$10M"
"Construction Software Technologies","Cincinnati, OH","https://www.secondmarket.com/company/construction-software-technologies","http://www.isqft.com/","Dec 2006","$11M"
"3point5.com","Salt Lake City, UT","https://www.secondmarket.com/company/3point5com","http://www.3point5.com","Oct 2006","$1.5M"
"SeaPass Solutions","New York, NY","https://www.secondmarket.com/company/seapass-solutions","http://www.seapass.com","Aug 2006","$11M"
"PostUp","Pasadena, CA","https://www.secondmarket.com/company/postup","http://www.postup.com","",""
"Nexiant","Lake Forest, CA","https://www.secondmarket.com/company/nexiant","http://www.nexiant.com/","Jan 2006","$13M"
"Karmasphere","Cupertino, CA","https://www.secondmarket.com/company/karmasphere","http://www.karmasphere.com/","Sep 2011","$6M"
"Track the Bet","","https://www.secondmarket.com/company/track-the-bet","http://www.trackthebet.com","Jun 2009","$25K"
"Border Stylo","Los Angeles, CA","https://www.secondmarket.com/company/border-stylo","http://borderstylo.com/","Apr 2010","$4M"
"Latimer Education","Washington, DC","https://www.secondmarket.com/company/latimer-education","http://www.latimereducation.com/","Apr 2010","$1.25M"
"Druva Software","Mountain View, CA","https://www.secondmarket.com/company/druva-software","http://www.druva.com/","Apr 2010","$5M"
"Simplicita Software","Denver, CO","https://www.secondmarket.com/company/simplicita-software","","May 2006","$2.1M"
"Antisense Pharma","Regensburg, Germany","https://www.secondmarket.com/company/antisense-pharma","http://www.antisense-pharma.com/","Jul 2011","EUR 8M"
"Chat Sports","San Francisco, CA","https://www.secondmarket.com/company/chat-sports-inc","http://www.ChatSports.com","Feb 2011","Unknown"
"Sakti3","Ann Arbor, MI","https://www.secondmarket.com/company/sakti3","http://sakti3.com/","Sep 2010","$4.2M"
"Virtugo Software","Beaverton, OR","https://www.secondmarket.com/company/virtugo-software","http://www.uxcomm.com","Jun 2007","$4M"
"Turbo140","","https://www.secondmarket.com/company/turbo140","http://www.turbo140.com/","",""
"Interactive Mobile Advertising","Norwalk, CT","https://www.secondmarket.com/company/interactive-mobile-advertising","http://www.imatmobile.com/","Mar 2010","$375K"
"Shaser","Woburn, MA","https://www.secondmarket.com/company/shaser","http://www.shaser.com/","Mar 2010","$3M"
"IO Semiconductor","San Diego, CA","https://www.secondmarket.com/company/io-semiconductor","http://www.iosemi.com/","Mar 2010","$1M"
"Kekanto","Sao Paulo, Brazil","https://www.secondmarket.com/company/kekanto","http://br.kekanto.com","Jun 2011","$60K"
"Axentis Software","Cleveland, OH","https://www.secondmarket.com/company/axentis-software","http://www.axentis.com","Jan 2006","$9M"
"WikiMart.ru","Russian Federation","https://www.secondmarket.com/company/wikimartru","http://wikimart.ru/","Aug 2010","$5M"
"Honestly.com","","https://www.secondmarket.com/company/honestlycom","http://www.honestly.com","Oct 2010","$1.2M"
"Keynoir","London, United Kingdom","https://www.secondmarket.com/company/keynoir","http://www.keynoir.com","Mar 2010","$1.74M"
"KupiKupon","Moscow, Russian Federation","https://www.secondmarket.com/company/kupikupon","http://www.kupikupon.ru","May 2010","$3M"
"24x7 Learning Private","Bangalore, Karnataka","https://www.secondmarket.com/company/24x7-learning-private","http://www.24x7learning.com/","Nov 2007","$4M"
"Elecsnet","Moscow, Russian Federation","https://www.secondmarket.com/company/elecsnet","http://eng.elecsnet.ru","Oct 2006","$2M"
"Nixle","Westfield, NJ","https://www.secondmarket.com/company/nixle","http://www.nixle.com","Jul 2010","$10M"
"FourthWall Media","Plano, TX","https://www.secondmarket.com/company/fourthwall-media","http://www.fourthwallmedia.tv","Aug 2006","$20M"
"TechMedia Advertising","Singapore","https://www.secondmarket.com/company/techmedia-advertising","http://www.techmediaadvertising.com/","Jun 2010","$87K"
"Aerohive Networks","Santa Clara, CA","https://www.secondmarket.com/company/aerohive-networks","http://www.aerohive.com/","Mar 2011","$25M"
"First Meta","Singapore","https://www.secondmarket.com/company/first-meta","http://www.firstmeta.com","2007","$35K"
"LeisureLink","Pasadena, CA","https://www.secondmarket.com/company/leisurelink","http://www.leisurelink.com","Nov 2010","$9M"
"GMI","Bellevue, WA","https://www.secondmarket.com/company/gmi","http://www.gmi-mr.com","Jun 2006","$35M"
"Origene Technologies","","https://www.secondmarket.com/company/origene-technologies","http://www.origene.com/","Mar 2010","$16M"
"Sportistic","San Francisco, CA","https://www.secondmarket.com/company/sportistic","","Jun 2010","$461K"
"Photoblog","","https://www.secondmarket.com/company/photoblog","http://www.petapixel.com","Apr 2006","$25K"
"SiteJabber","San Francisco, CA","https://www.secondmarket.com/company/sitejabber","http://SiteJabber.com","Mar 2010","Unknown"
"Celsense","Pittsburgh, PA","https://www.secondmarket.com/company/celsense","http://www.celsense.com","Jul 2007","$720K"
"Red 5 Studios","Aliso Viejo, CA","https://www.secondmarket.com/company/red-5-studios","http://www.red5studios.com/","Mar 2010","$20M"
"MagnaChip Semiconductor","Korea,Republic of","https://www.secondmarket.com/company/magnachip-semiconductor","http://www.magnachip.com/eng/index.html","Mar 2010","$39M"
"Food Quality Sensor International","Lexington, MA","https://www.secondmarket.com/company/food-quality-sensor-international","http://www.fqsinternational.com/","Aug 2007","$5.6M"
"RegeneMed","San Diego, CA","https://www.secondmarket.com/company/regenemed","http://www.regenemed.com","Jan 2007","$1M"
"Education Networks of America","Nashville, TN","https://www.secondmarket.com/company/education-networks-of-america","http://www.ena.com/","Mar 2010","$14M"
"Critical Pharmaceuticals","Nottingham, United Kingdom","https://www.secondmarket.com/company/critical-pharmaceuticals","http://www.criticalpharmaceuticals.com","Feb 2007","GBP 600K"
"Dreamstreet Golf","Monroe, NY","https://www.secondmarket.com/company/dreamstreet-golf","http://www.dreamstreetgolf.com/","Mar 2010","$40K"
"Carefx","Scottsdale, AZ","https://www.secondmarket.com/company/carefx","http://www.carefx.com/","",""
"Notifo","San Francisco, CA","https://www.secondmarket.com/company/notifo","http://notifo.com","2010","Unknown"
"Sistemic","Glasgow, United Kingdom","https://www.secondmarket.com/company/sistemic","http://www.sistemic.co.uk/index.html","Mar 2010","$1M"
"Glide Pharma","Oxfordshire, United Kingdom","https://www.secondmarket.com/company/glide-pharma","http://www.glidepharma.com/","Mar 2010","$4.3M"
"Neurologix","Fort Lee, NJ","https://www.secondmarket.com/company/neurologix","http://www.neurologix.net/","Dec 2010","$7M"
"Smartling","New York, NY","https://www.secondmarket.com/company/smartling","http://smartling.com","Jul 2011","$10M"
"CDI Bioscience","Madison, WI","https://www.secondmarket.com/company/cdi-bioscience","http://www.cdibios.com","Dec 2007","$3M"
"Silk Road Medical","Sunnyvale, CA","https://www.secondmarket.com/company/silk-road-medical","http://www.silkroadmedical.com/","May 2007","$3.4M"
"Avesthagen","Bangalore, India","https://www.secondmarket.com/company/avesthagen","http://www.avesthagen.com","May 2007","$5.53M"
"Vela Systems","Burlington, MA","https://www.secondmarket.com/company/vela-systems","http://www.velasystems.com/","Sep 2010","$6M"
"Transparency Software","Palo Alto, CA","https://www.secondmarket.com/company/transparency-software","http://www.transparencysoftware.com/","Jul 2007","$6.05M"
"Innovasic Semiconductor","Albuquerque, NM","https://www.secondmarket.com/company/innovasic-semiconductor","http://www.innovasic.com/","Apr 2007","$6.22M"
"Syndax Pharmaceuticals","Waltham, MA","https://www.secondmarket.com/company/syndax-pharmaceuticals","http://www.syndax.com","Mar 2010","$9M"
"Weedle","Co. Dublin, Ireland","https://www.secondmarket.com/company/weedle","http://weedle.com/","",""
"Rhythm Pharmaceuticals","Boston, MA","https://www.secondmarket.com/company/rhythm-pharmaceuticals","http://www.rhythmtx.com","Sep 2010","$19M"
"KoolConnect Technologies","Canton, MA","https://www.secondmarket.com/company/koolconnect-technologies","http://www.koolconnect.tv/www/","Nov 2007","$6.5M"
"Alligator Bioscience","223 70, Sweden","https://www.secondmarket.com/company/alligator-bioscience","http://www.alligatorbioscience.com","May 2007","SEK 51M"
"BridgePoint Medical","Plymouth, MN","https://www.secondmarket.com/company/bridgepoint-medical","http://www.bridgepointmedical.com","Mar 2011","$9.1M"
"THE GIFTS PROJECT","Tel Aviv, Israel","https://www.secondmarket.com/company/the-gifts-project","http://www.giftsproject.com","Dec 2010","$1M"
"Ensemble Discovery","Cambridge, MA","https://www.secondmarket.com/company/ensemble-discovery","http://www.ensemblediscovery.com","May 2004","$15M"
"Excaliard Pharmaceuticals","Carlsbad, CA","https://www.secondmarket.com/company/excaliard-pharmaceuticals","http://excaliard.com","Nov 2007","$15M"
"bluebird bio","Cambridge, MA","https://www.secondmarket.com/company/bluebird-bio","http://www.bluebirdbio.com","Apr 2011","$30M"
"Novocell","San Diego, CA","https://www.secondmarket.com/company/novocell","http://www.novocell.com","Jul 2007","$25M"
"Fashion Evolution Holdings","Cape Town, South Africa","https://www.secondmarket.com/company/fashion-evolution-holdings","http://www.fashionevolution.co.za/","Oct 2009","$500K"
"MATRIXX Software","Mountain View, CA","https://www.secondmarket.com/company/matrixx-software","http://www.matrixxsw.com/","Oct 2011","$12M"
"Javelin Semiconductor","Austin, TX","https://www.secondmarket.com/company/javelin-semiconductor","http://www.javelinsemi.com/","Mar 2010","$6.21M"
"AnaptysBio","San Diego, CA","https://www.secondmarket.com/company/anaptysbio","http://www.anaptysbio.com","Nov 2007","$33M"
"Sequoia Pharmaceuticals","Gaithersburg, MD","https://www.secondmarket.com/company/sequoia-pharmaceuticals","http://www.sequoiapharmaceuticals.com","Jan 2007","$35M"
"Ceres","Thousand Oaks, CA","https://www.secondmarket.com/company/ceres","http://www.ceres.net","Sep 2007","$75M"
"Radius Health","Cambridge, MA","https://www.secondmarket.com/company/radius-health","http://www.radiuspharm.com","Nov 2011","$27M"
"Mixed Media Labs","San Francisco, CA","https://www.secondmarket.com/company/mixed-media-labs","http://www.mixedmedialabs.com/","Nov 2010","$5M"
"PlumWillow","","https://www.secondmarket.com/company/plumwillow","http://plumwillow.com","Apr 2010","$450K"
"CM Sistemi","Roma, Italy","https://www.secondmarket.com/company/cm-sistemi","http://www.gruppocm.it","Feb 2007","$696K"
"MyNines","New York, NY","https://www.secondmarket.com/company/mynines","http://www.mynines.com","Apr 2010","$750K"
"frents","Berlin, Germany","https://www.secondmarket.com/company/frents","http://www.frents.com","Apr 2010","EUR 100K"
"Calabrio","Minneapolis, MN","https://www.secondmarket.com/company/calabrio","http://www.calabrio.com/","Nov 2007","$8M"
"Newforma","Manchester, NH","https://www.secondmarket.com/company/newforma","http://www.newforma.com/","Apr 2007","$8M"
"Techgenia","Spoleto, Italy","https://www.secondmarket.com/company/techgenia","http://www.techgenia.com","May 2007","$1.36M"
"Mercateo","","https://www.secondmarket.com/company/mercateo","http://www.mercateo.com","Aug 2007","EUR 1M"
"Go Try It On","New York, NY","https://www.secondmarket.com/company/go-try-it-on","http://www.gotryiton.com","Aug 2011","$3M"
"B-kin Software","Leioa, Spain","https://www.secondmarket.com/company/b-kin-software","http://www.b-kin.com","Apr 2007","$2.66M"
"Seeker Wireless","Gordon, Australia","https://www.secondmarket.com/company/seeker-wireless","http://www.seekerwireless.com/","Nov 2007","$9.06M"
"Adenyo","Toronto, Ontario, American Samoa","https://www.secondmarket.com/company/adenyo","http://www.adenyo.com","",""
"Archimedes Pharma","Reading, United Kingdom","https://www.secondmarket.com/company/archimedes-pharma","http://www.archimedespharma.com/","Apr 2010","$99M"
"Urgent Group","New York, NY","https://www.secondmarket.com/company/urgent-group","http://urgentgroup.com/","Mar 2010","$400K"
"Asia Translate","Singapore, Singapore","https://www.secondmarket.com/company/asia-translate","http://www.asiatranslate.net","Sep 2009","$20K"
"Acco Brands","Lincolnshire, IL","https://www.secondmarket.com/company/acco-brands","http://www.acco.com/","Feb 2007","$10M"
"Winster","San Mateo, CA","https://www.secondmarket.com/company/winster","http://www.winster.com","Apr 2006","$1.88M"
"iBloom Technologies","Ahmedabad, India","https://www.secondmarket.com/company/ibloom-technologies","http://www.HelloExpert.com","May 2009","Unknown"
"Cint","Stockholm, Sweden","https://www.secondmarket.com/company/cint","http://www.cint.com","Sep 2010","$13M"
"Cape Clear Software","San Mateo, CA","https://www.secondmarket.com/company/cape-clear-software","","May 2007","$4.95M"
"BusinessElite","Ashburn, VA","https://www.secondmarket.com/company/businesselite","http://www.businesselite.com","Jun 2009","$200K"
"Mycroft Inc.","New York, NY","https://www.secondmarket.com/company/mycroft-talisen","http://www.mycroftinc.com/","Aug 2007","$10M"
"Librato","San Francisco, CA","https://www.secondmarket.com/company/librato","http://www.librato.com/","Jun 2010","$2.8M"
"Music Mastermind","Calabasas, CA","https://www.secondmarket.com/company/music-mastermind","http://www.musicmastermind.com/","May 2011","$10M"
"SpeechCycle","New York, NY","https://www.secondmarket.com/company/speechcycle","http://www.speechcycle.com/","Mar 2007","$10M"
"PanTerra Networks","Sunnyvale, CA","https://www.secondmarket.com/company/panterra-networks","http://www.panterranetworks.com","Mar 2010","$4.02M"
"Fluent Mobile","Boston, MA","https://www.secondmarket.com/company/fluent-mobile","http://www.fluentmobile.com/","Dec 2010","$5.5M"
"LoudCloud Systems","Plano, TX","https://www.secondmarket.com/company/loudcloud-systems","","Feb 2010","$1M"
"MetroGames","Mountain View, CA","https://www.secondmarket.com/company/metrogames","http://www.metrogames.com/","Mar 2010","$5M"
"Market Force Information","Louisville, CO","https://www.secondmarket.com/company/market-force-information","http://www.marketforceinfo.com/","Sep 2011","$15M"
"Archive Systems","Fairfield, NJ","https://www.secondmarket.com/company/archive-systems","http://www.archivesystems.com/","Jun 2007","$11M"
"Jordan Valley Semiconductors","Austin, TX","https://www.secondmarket.com/company/jordan-valley-semiconductors","http://www.jvsemi.com/","Oct 2007","$11M"
"ReNeuron Group","Guildford, United Kingdom","https://www.secondmarket.com/company/reneuron-group","http://www.reneuron.com/","Feb 2010","$7.3M"
"PocketGear","Durham, NC","https://www.secondmarket.com/company/pocketgear","http://www.pocketgear.com","",""
"Zolo Technologies","Boulder, CO","https://www.secondmarket.com/company/zolo-technologies","http://www.zolotech.com/","Jan 2007","$12M"
"Arxan Technologies","Bethesda, MD","https://www.secondmarket.com/company/arxan-technologies","http://www.arxan.com/","Mar 2007","$13M"
"Education Development Center (EDC)","Newton, MA","https://www.secondmarket.com/company/education-development-center-edc","http://www.edc.org/","Oct 2010","$5.6M"
"Vook","New York, NY","https://www.secondmarket.com/company/vook","http://www.vook.com/","Jan 2011","$5.25M"
"moka5","Redwood City, CA","https://www.secondmarket.com/company/moka5","http://www.moka5.com/","Apr 2010","$20M"
"Tioga Pharmaceuticals","San Diego, CA","https://www.secondmarket.com/company/tioga-pharmaceuticals","http://www.tiogapharma.com/","Feb 2010","$18M"
"Tagga Media","Vancouver, Canada","https://www.secondmarket.com/company/tagga-media","https://tagga.com/","Feb 2010","$47K"
"Dataium","Nashville, TN","https://www.secondmarket.com/company/dataium","http://www.dataium.com/","Feb 2010","$148K"
"VivaReal","Bogota, Colombia","https://www.secondmarket.com/company/vivareal","http://www.vivareal.com","Jun 2008","$1.2M"
"Beyond.com","King of Prussia, PA","https://www.secondmarket.com/company/beyondcom","http://www.beyond.com","Mar 2007","$13M"
"Adayana","Indianapolis, IN","https://www.secondmarket.com/company/adayana","http://www.adayana.com","Jul 2007","$20M"
"Zoodles","Mountain View, CA","https://www.secondmarket.com/company/zoodles","http://www.zoodles.com/","May 2010","$2.6M"
"Yardsellr","Palo Alto, CA","https://www.secondmarket.com/company/yardsellr","http://yardsellr.com","Nov 2010","$5M"
"Giantec Semiconductor","San Jose, CA, Japan","https://www.secondmarket.com/company/giantec-semiconductor","","Feb 2010","$10M"
"MK2Media","Neutral Bay, Australia","https://www.secondmarket.com/company/mk2media","http://www.4konverta.com","Apr 2008","Unknown"
"GAP Miners","Hyderabad, India","https://www.secondmarket.com/company/gap-miners","http://www.gapminers.com","2008","$500K"
"ShanghaiMed Healthcare","Beijing, China","https://www.secondmarket.com/company/shanghaimed-healthcare","http://www.ikang.com","Dec 2007","$25M"
"Infrasoft Technologies","Mumbai, India","https://www.secondmarket.com/company/infrasoft-technologies","http://www.infrasofttech.com/","Jul 2007","$24M"
"Reef Point Systems","Burlington, MA","https://www.secondmarket.com/company/reef-point-systems","http://www.reefpoint.com","Mar 2007","$25M"
"Coopers Sports Picks","","https://www.secondmarket.com/company/coopers-sports-picks","http://www.CoopersPick.com","Feb 2009","$40K"
"Moodlerooms","Baltimore, MD","https://www.secondmarket.com/company/moodlerooms","http://moodlerooms.com/","Feb 2010","$450K"
"Propel Fuels","Sacramento, CA","https://www.secondmarket.com/company/propel-fuels","http://www.propelfuels.com","Mar 2010","$10M"
"Metastorm","Baltimore, MD","https://www.secondmarket.com/company/metastorm","http://www.metastorm.com/","",""
"Cambridge Semiconductor","Cambridge, United Kingdom","https://www.secondmarket.com/company/cambridge-semiconductor","http://www.camsemi.com","Oct 2007","$26M"
"Dragonfruit Studios","Atlanta, GA","https://www.secondmarket.com/company/dragonfruit-studios","http://www.dragonfruitstudios.com/","Jan 2010","$1M"
"DirectLaw","Palm Beach Gardens, FL","https://www.secondmarket.com/company/directlaw","http://www.directlaw.com","Aug 2008","$300K"
"Locaweb","Sao Paulo, Brazil","https://www.secondmarket.com/company/locaweb","http://www.locaweb.com.br","Sep 2010","Unknown"
"Automated Trading Desk","Mount Pleasant, SC","https://www.secondmarket.com/company/automated-trading-desk","http://www.atdesk.com/","Jan 2007","$60M"
"Connect Financial Software Solutions","Murray, UT","https://www.secondmarket.com/company/connect-financial-software-solutions","http://www.connectfss.com/","Feb 2010","$500K"
"tutoria GmbH","Munich, Germany","https://www.secondmarket.com/company/tutoria-gmbh","http://www.tutoria.de","Feb 2010","Unknown"
"LensVector","Mountain View, CA","https://www.secondmarket.com/company/lensvector","http://www.lensvector.com/","Feb 2010","$30M"
"Small Demons","Marina Del Rey, CA","https://www.secondmarket.com/company/small-demons","http://www.smalldemons.com/","Jun 2011","$1.15M"
"Hooked Media Group","San Francisco, CA","https://www.secondmarket.com/company/hooked-media-group","http://www.hookedmediagroup.com/","Apr 2008","$1.5M"
"Lavante","San Jose, CA","https://www.secondmarket.com/company/lavante","http://www.lavante.com","Dec 2010","$8M"
"Vulcan Power","Bend, OR","https://www.secondmarket.com/company/vulcan-power","http://www.vulcanpower.com","Feb 2010","$108M"
"CEVEC Pharmaceuticals","K̦ln, Germany","https://www.secondmarket.com/company/cevec-pharmaceuticals","http://www.cevec-pharmaceuticals.com/","Jul 2011","EUR 6M"
"Glamour Sales Holding","Japan","https://www.secondmarket.com/company/glamour-sales-holding","http://www.glamour-sales.com","Jan 2010","$13M"
"Plinga","Berlin, Germany","https://www.secondmarket.com/company/plinga","http://www.plinga.com/","Oct 2009","Unknown"
"Arigami Semiconductor Systems Private","India","https://www.secondmarket.com/company/arigami-semiconductor-systems-private","http://www.arigamisys.com/","Oct 2009","Unknown"
"Solum","Mountain View, CA","https://www.secondmarket.com/company/solum","http://www.solumtech.com/","Feb 2010","$2.05M"
"Oblong Industries","Los Angeles, CA","https://www.secondmarket.com/company/oblong-industries","http://www.oblong.com","Dec 2007","$8.8M"
"Tora Trading Services","Tokyo, Japan","https://www.secondmarket.com/company/tora-trading-services","http://www.tora.com","Jan 2010","$36M"
"Quaresso Software","Austin, TX","https://www.secondmarket.com/company/quaresso-software","http://www.quaresso.com/","Jan 2010","$777K"
"Centripetal Software","Santa Barbara, CA","https://www.secondmarket.com/company/centripetal-software","http://www.centripetalsoftware.com","Sep 2009","$25K"
"Manjrasoft","Melbourne, Australia","https://www.secondmarket.com/company/manjrasoft","http://www.manjrasoft.com/","Dec 2009","$529K"
"BG Medicine","Waltham, MA","https://www.secondmarket.com/company/bg-medicine","http://www.bg-medicine.com/","Jul 2008","$40M"
"Entourage Medical Technologies","","https://www.secondmarket.com/company/entourage-medical-technologies","","Jan 2010","$1.5M"
"Acrisure","Caledonia, MI","https://www.secondmarket.com/company/acrisure","http://www.acrisure.com/","Jan 2010","$20M"
"Salient Pharmaceuticals","Houston, TX","https://www.secondmarket.com/company/salient-pharmaceuticals","http://www.salientpharmaceuticals.com/","Jan 2010","$2M"
"Allinea Software","Warwick, United Kingdom","https://www.secondmarket.com/company/allinea-software","http://www.allinea.com/","Oct 2009","$643K"
"SightCine","","https://www.secondmarket.com/company/sightcine","http://www.sightcine.com","Jan 2010","Unknown"
"Ciris Energy","Centennial, CO","https://www.secondmarket.com/company/ciris-energy","http://www.cirisenergy.com","Jan 2011","$23M"
"Vizibility","New York, NY","https://www.secondmarket.com/company/vizibility","http://www.vizibility.com","Aug 2011","$1.3M"
"Eribis Pharmaceuticals","Uppsala, Sweden","https://www.secondmarket.com/company/eribis-pharmaceuticals","http://www.eribispharma.se","Jan 2010","Unknown"
"biNu","Belrose NSW, Australia","https://www.secondmarket.com/company/binu","http://www.binu.com","Apr 2010","$320K"
"Songwhale","Pittsburgh, PA","https://www.secondmarket.com/company/songwhale","http://www.songwhale.com/","Mar 2010","$100K"
"Adapteva","Lexington, MA","https://www.secondmarket.com/company/adapteva","http://www.adapteva.com","Oct 2009","$1.5M"
"GreenSQL","","https://www.secondmarket.com/company/greensql","http://www.greensql.com","Aug 2011","$5.9M"
