"Ticker Symbol","Company Name","City","State","Salary Average","Salary Range"
"CVM","CEL-SCI Corp.","Vienna","VA","",""
"CVO","Cenveo Inc.","Stamford","CT","$75,201","$65,000  $84,630"
"CVR","Chicago Rivet & Machine Co.","Naperville","IL","",""
"CVS","CVS Caremark Corporation","Woonsocket","RI","",""
"CVTI","Covenant Transportation Group, Inc.","Chattanooga","TN","",""
"CVU","CPI Aerostructures Inc.","","NY","",""
"CVV","CVD Equipment Corporation","Ronkonkoma","NY","$62,126","$55,890  $80,000"
"CVX","Chevron Corporation","San Ramon","CA","$101,300","$11,000  $289,000"
"CTAS","Cintas Corporation","Mason","OH","$51,741","$31,907  $82,277"
"CTB","Cooper Tire & Rubber Co.","Findlay","OH","$57,926","$32,282  $90,002"
"CTCT","Constant Contact, Inc.","Waltham","MA","",""
"CTGX","Computer Task Group Inc.","Buffalo","NY","$81,771","$44,595  $163,280"
"CTHR","Charles & Colvard Ltd.","Morrisville","NC","",""
"CTIB","CTI Industries Corp.","Barrington","IL","",""
"CTIC","Cell Therapeutics, Inc.","Seattle","WA","$81,407","$50,000  $113,000"
"CTL","CenturyLink, Inc.","Monroe","LA","",""
"CTO","Consolidated Tomoka Land Co.","Daytona Beach","FL","",""
"CTRN","Citi Trends","Savannah","GA","",""
"CTS","CTS Corporation","Elkhart","IN","$33,810","$30,950  $36,670"
"CTWS","Connecticut Water Service Inc.","Clinton","CT","",""
"CTXS","Citrix Systems, Inc.","Fort Lauderdale","FL","$88,571","$48,200  $165,000"
"CUB","Cubic Corporation","San Diego","CA","$92,717","$56,251  $140,000"
"CUBE","CubeSmart","","PA","",""
"CUK","Carnival plc","","","$74,523","$35,000  $200,000"
"CUO","Continental Materials Corp.","Chicago","IL","",""
"CUR","Neuralstem, Inc.","Rockville","MD","",""
"CUTR","Cutera, Inc.","Brisbane","CA","$69,461","$54,184  $90,000"
"CUZ","Cousins Properties Inc.","Atlanta","GA","$80,333","$65,000  $88,000"
"CSA","Cogdell Spencer Inc.","Charlotte","NC","",""
"CSC","Computer Sciences Corporation","Falls Church","VA","$76,895","$31,400  $250,000"
"CSCD","Cascade Microtech Inc.","Beaverton","OR","$97,114","$44,117  $138,719"
"CSCO","Cisco Systems, Inc.","San Jose","CA","$90,184","$37,505  $325,000"
"CSE","CapitalSource Inc.","Bethesda","MD","$46,268","$30,000  $75,000"
"CSFS","The Cash Store Financial Services, Inc.","Edmonton","AB","",""
"CSGP","CoStar Group Inc.","Washington","DC","$41,604","$31,000  $105,000"
"CSGS","CSG International, Inc.","Englewood","CO","$73,464","$67,004  $96,003"
"CSH","Cash America International, Inc.","Fort Worth","TX","",""
"CSII","Cardiovascular Systems Inc.","St Paul","MN","",""
"CSIQ","Canadian Solar Inc.","Kitchener","ON","",""
"CSL","Carlisle Companies Inc.","Charlotte","NC","",""
"CSOD","Cornerstone OnDemand, Inc.","Santa Monica","CA","$74,817","$45,000  $120,000"
"CSPI","CSP Inc.","Billerica","MA","",""
"CSRE","CSR plc","Cambridge","Cambridgeshire","",""
"CSS","CSS Industries Inc.","Philadelphia","PA","",""
"CSTR","Coinstar, Inc.","Bellevue","WA","$57,670","$49,000  $70,600"
"CSU","Capital Senior Living Corp.","Dallas","TX","",""
"CSX","CSX Corp.","Jacksonville","FL","$64,077","$44,000  $91,446"
"CRL","Charles River Laboratories International, Inc.","Wilmington","MA","$70,130","$37,357  $90,000"
"CRM","Salesforce.com","San Francisco","CA","$99,649","$49,300  $235,000"
"CRMD","CorMedix, Inc.","Bridgewater","NJ","",""
"CRME","Cardiome Pharma Corp.","Vancouver","BC","",""
"CRMT","America's Car-Mart Inc.","Bentonville","AR","",""
"CRNT","Ceragon Networks Ltd.","","","$82,750","$70,000  $87,000"
"CROX","Crocs, Inc.","Niwot","CO","$89,897","$50,000  $141,690"
"CRR","CARBO Ceramics Inc.","Houston","TX","$93,115","$73,944  $126,797"
"CRRC","Courier Corporation","","MA","",""
"CRS","Carpenter Technology Corp.","Reading","PA","$75,150","$60,400  $94,000"
"CRT","Cross Timbers Royalty Trust","Dallas","TX","",""
"CRTX","Cornerstone Therapeutics Inc.","Cary","NC","",""
"CRUS","Cirrus Logic Inc.","Austin","TX","$81,543","$53,660  $135,000"
"CRV","Coast Distribution System Inc.","Morgan Hill","CA","$123,892","$100,000  $150,259"
"CRVL","CorVel Corporation","Irvine","CA","",""
"CRVP","Crystal Rock Holdings, Inc.","Watertown","CT","",""
"CRWS","Crown Crafts Inc.","Gonzales","LA","",""
"CRY","CryoLife Inc.","Kennesaw","GA","",""
"CRYP","CryptoLogic Limited","Dublin","County Dublin","",""
"CRZO","Carrizo Oil & Gas Inc.","Houston","TX","",""
"CPSS","Consumer Portfolio Services, Inc.","Irvine","CA","",""
"CPST","Capstone Turbine Corp.","","CA","$83,910","$52,000  $140,000"
"CPT","Camden Property Trust","Houston","TX","",""
"CPTS","Conceptus, Inc.","Mountain View","CA","$108,329","$85,946  $117,371"
"CPWM","Cost Plus Inc.","Oakland","CA","$66,865","$30,000  $150,000"
"CPWR","Compuware Corporation","Detroit","MI","$59,960","$40,414  $556,000"
"CPX","Complete Production Services, Inc.","Houston","TX","",""
"CPY","CPI Corp.","St Louis","MO","",""
"CQB","Chiquita Brands International Inc.","Cincinnati","OH","$73,044","$38,000  $215,000"
"CQP","Cheniere Energy Partners LP.","Houston","TX","",""
"CR","Crane Co.","Stamford","CT","$86,412","$52,130  $205,000"
"CRAY","Cray Inc.","Seattle","WA","$88,488","$75,000  $112,237"
"CRC","Chromcraft Revington, Inc.","West Lafayette","IN","",""
"CRDC","Cardica Inc.","Redwood City","CA","",""
"CRDN","Ceradyne Inc.","Costa Mesa","CA","$71,303","$66,000  $76,606"
"CRDS","Crossroads Systems, Inc.","Austin","TX","$86,969","$74,200  $96,490"
"CRED","Credo Petroleum Corp.","Denver","CO","",""
"CREE","Cree, Inc.","Durham","NC","$75,633","$35,000  $200,000"
"CRI","Carter's, Inc.","Atlanta","GA","$95,496","$40,000  $594,000"
"CRIS","Curis Inc.","Lexington","MA","$69,394","$46,000  $101,825"
"COST","Costco Wholesale Corporation","Issaquah","WA","$72,188","$45,000  $100,000"
"COT","Cott Corporation","Mississauga","ON","",""
"COV","Covidien plc","","","$82,378","$50,000  $275,000"
"COVR","Cover-All Technologies Inc.","Fairfield","NJ","$86,328","$70,000  $120,000"
"CP","Canadian Pacific Railway Limited","Calgary","AB","",""
"CPB","Campbell Soup Co.","Camden","NJ","$88,468","$54,000  $240,000"
"CPE","Callon Petroleum Co.","Natchez","MS","",""
"CPHC","Canterbury Park Holding Corp.","Shakopee","MN","",""
"CPHD","Cepheid","Sunnyvale","CA","$71,333","$43,992  $100,000"
"CPIX","Cumberland Pharmaceuticals, Inc.","Nashville","TN","",""
"CPK","Chesapeake Utilities Corporation","Dover","DE","",""
"CPLA","Capella Education Co.","Minneapolis","MN","",""
"CPLP","Capital Product Partners L.P.","Î ÎµÏÎ¹ÏÏÎ­ÏÎ¹","ÎÏÏÎ¹ÎºÎ®","",""
"CPN","Calpine Corp.","Houston","TX","",""
"CPNO","Copano Energy LLC","Houston","TX","",""
"CPO","Corn Products International Inc.","Westchester","IL","$84,283","$66,850  $95,000"
"CPRT","Copart, Inc.","Fairfield","CA","$79,018","$47,174  $100,000"
"CPRX","Catalyst Pharmaceutical Partners Inc.","Coral Gables","FL","",""
"CPSI","Computer Programs & Systems Inc.","Mobile","AL","",""
"CPSL","China Precision Steel, Inc.","","","",""
"COCO","Corinthian Colleges Inc.","Santa Ana","CA","$82,105","$52,000  $140,000"
"CODE","Spansion Inc.","Sunnyvale","CA","$93,836","$58,448  $225,000"
"CODI","Compass Diversified Holdings","Westport","CT","",""
"COF","Capital One Financial Corp.","Tysons Corner","VA","",""
"COHR","Coherent Inc.","Santa Clara","CA","$94,787","$55,000  $175,000"
"COHU","Cohu, Inc.","Poway","CA","$71,480","$58,900  $77,770"
"COKE","Coca-Cola Bottling Co. Consolidated","Charlotte","NC","$77,858","$54,435  $95,000"
"COL","Rockwell Collins Inc.","Cedar Rapids","IA","$71,281","$50,043  $730,000"
"COLM","Columbia Sportswear Company","Portland","OR","",""
"COMV","Comverge, Inc.","Norcross","GA","",""
"CONM","Conmed Healthcare Management, Inc","","MD","",""
"CONN","Conns Inc.","Beaumont","TX","",""
"COO","The Cooper Companies Inc.","Pleasanton","CA","",""
"COOL","Majesco Entertainment Co.","Edison","NJ","",""
"COP","ConocoPhillips","Houston","TX","$96,127","$26,021  $520,000"
"COR","CoreSite Realty Corporation","Denver","CO","",""
"CORE","Core-Mark Holding Company, Inc.","South San Francisco","CA","",""
"CORT","Corcept Therapeutics Incorporated","Menlo Park","CA","",""
"COSI","Cosi Inc.","Deerfield","IL","",""
"CMRE","Costamare Inc.","Lakewood","CO","",""
"CMRG","Casual Male Retail Group, Inc.","Canton","MA","",""
"CMS","CMS Energy Corp.","Jackson","MI","",""
"CMT","Core Molding Technologies Inc.","Columbus","OH","",""
"CMTL","Comtech Telecommunications Corp.","Melville","NY","",""
"CNAM","China Armco Metals, Inc.","San Mateo","CA","",""
"CNI","Canadian National Railway Company","MontrÃ©al","QC","",""
"CNK","Cinemark Holdings Inc.","Plano","TX","",""
"CNL","Cleco Corporation","Pineville","LA","",""
"CNMD","CONMED Corporation","Utica","NY","$72,871","$50,000  $115,500"
"CNP","CenterPoint Energy, Inc.","Houston","TX","$75,962","$42,640  $112,145"
"CNQ","Canadian Natural Resources Limited","Calgary","AB","",""
"CNQR","Concur Technologies, Inc.","Redmond","WA","$83,012","$45,000  $150,000"
"CNSL","Consolidated Communications Holdings Inc.","Mattoon","IL","",""
"CNTY","Century Casinos Inc.","Colorado Springs","CO","",""
"CNVO","Convio, Inc.","Austin","TX","$86,007","$60,000  $106,500"
"CNW","Con-way Inc.","Ann Arbor Charter Township","MI","",""
"CO","China Cord Blood Corporation","","","",""
"COBR","Cobra Electronics Corp.","Chicago","IL","",""
"CLR","Continental Resources Inc.","Enid","OK","$86,122","$69,500  $100,000"
"CLRO","ClearOne Communications Inc.","Salt Lake City","UT","$94,986","$64,210  $155,000"
"CLSN","Celsion Corp.","Columbia","MD","$83,158","$67,600  $135,960"
"CLW","Clearwater Paper Corporation","Spokane","WA","",""
"CLWR","Clearwire Corporation","Kirkland","WA","$88,849","$52,000  $138,174"
"CLWT","Euro Tech Holdings Co. Ltd.","","","",""
"CLX","The Clorox Company","Oakland","CA","",""
"CMC","Commercial Metals Company","Irving","TX","",""
"CMCO","Columbus McKinnon Corporation","Buffalo","NY","$63,708","$53,525  $83,400"
"CMCSA","Comcast Corporation","Philadelphia","PA","$90,088","$32,500  $766,000"
"CMCSK","Comcast Corporation","Philadelphia","PA","$90,088","$32,500  $766,000"
"CME","CME Group Inc.","Chicago","IL","",""
"CMG","Chipotle Mexican Grill, Inc.","Denver","CO","",""
"CMI","Cummins Inc.","Columbus","IN","$62,875","$31,000  $110,000"
"CMLP","Crestwood Midstream Partners LP","Houston","TX","",""
"CMLS","Cumulus Media Inc.","Atlanta","GA","",""
"CMN","Cantel Medical Corp.","Little Falls","NJ","",""
"CMO","Capstead Mortgage Corp.","Dallas","TX","",""
"CMP","Compass Minerals International Inc.","Overland Park","KS","",""
"CIX","CompX International Inc.","Dallas","TX","",""
"CKEC","Carmike Cinemas Inc.","Columbus","GA","",""
"CKH","Seacor Holdings Inc.","Fort Lauderdale","FL","$74,000","$70,000  $82,000"
"CKP","Checkpoint Systems Inc.","Philadelphia","PA","$72,239","$51,730  $84,302"
"CKX","CKX Lands Inc.","Lake Charles","LA","",""
"CLC","CLARCOR Inc.","Franklin","TN","$92,500","$85,000  $100,000"
"CLCT","Collectors Universe Inc.","Santa Ana","CA","",""
"CLD","Cloud Peak Energy Inc.","Gillette","WY","",""
"CLDX","Celldex Therapeutics, Inc.","Needham","MA","",""
"CLF","Cliffs Natural Resources Inc.","Cleveland","OH","$80,875","$55,000  $115,000"
"CLFD","Clearfield, Inc.","Plymouth","MN","",""
"CLGX","CoreLogic, Inc.","Santa Ana","CA","$99,627","$81,490  $115,000"
"CLH","Clean Harbors, Inc.","Norwell","MA","$82,098","$75,754  $90,000"
"CLI","Mack-Cali Realty Corp.","Edison","NJ","",""
"CLMS","Calamos Asset Management Inc.","Naperville","IL","",""
"CLMT","Calumet Specialty Products Partners LP","Indianapolis","IN","",""
"CLNE","Clean Energy Fuels Corp.","Seal Beach","CA","",""
"CLNY","Colony Financial, Inc.","Santa Monica","CA","",""
"CLP","Colonial Properties Trust","Birmingham","AL","",""
"CHG","CH Energy Group Inc.","Poughkeepsie","NY","",""
"CHH","Choice Hotels International Inc.","Silver Spring","MD","$69,969","$42,000  $135,000"
"CHK","Chesapeake Energy Corporation","Oklahoma City","OK","",""
"CHKE","Cherokee Inc.","","CA","$73,915","$45,360  $125,000"
"CHKM","Chesapeake Midstream Partners, L.P.","Oklahoma City","OK","",""
"CHKP","Check Point Software Technologies Ltd.","","","$89,326","$58,000  $162,000"
"CHMP","Champion Industries Inc.","Huntington","WV","",""
"CHMT","Chemtura Corporation","Middlebury","CT","$68,228","$41,600  $94,765"
"CHNR","China Natural Resources Inc.","","","",""
"CHRW","CH Robinson Worldwide Inc.","Eden Prairie","MN","$56,269","$42,388  $71,377"
"CHS","Chico's FAS Inc.","Fort Myers","FL","$85,236","$27,331  $225,000"
"CHTP","Chelsea Therapeutics International Ltd.","Charlotte","NC","",""
"CHTR","Charter Communications Inc.","St Louis","MO","",""
"CHUX","O'Charley's Inc.","Nashville","TN","",""
"CHYR","Chyron Corporation","Melville","NY","$176,083","$73,000  $464,100"
"CIDM","Cinedigm Digital Cinema Corp.","Morristown","NJ","",""
"CIEN","CIENA Corp.","Linthicum","MD","$92,872","$52,000  $190,000"
"CIG","Cia Energetica de Minas Gerais","","","",""
"CIGX","Star Scientific, Inc.","Glen Allen","VA","",""
"CIR","CIRCOR International, Inc.","Burlington","MA","",""
"CERS","Cerus Corporation","Concord","CA","$143,875","$126,000  $159,500"
"CEVA","CEVA Inc.","Mountain View","CA","",""
"CF","CF Industries Holdings, Inc.","Deerfield","IL","",""
"CFI","Culp Inc.","High Point","NC","",""
"CFK","CE Franklin Ltd.","Calgary","AB","",""
"CFN","CareFusion Corporation","San Diego","CA","$87,162","$56,000  $153,205"
"CFW","Cano Petroleum, Inc.","Irving","TX","",""
"CFX","Colfax Corporation","","Western Cape","",""
"CGEN","Compugen Ltd.","","","$105,333","$80,000  $155,000"
"CGI","Celadon Group Inc.","Indianapolis","IN","",""
"CGNX","Cognex Corporation","Natick","MA","$73,915","$47,000  $97,926"
"CGR","Claude Resources, Inc.","Saskatoon","SK","",""
"CGX","Consolidated Graphics, Inc.","Houston","TX","$62,813","$33,355  $100,000"
"CHA","China Telecom Corp. Ltd.","","åäº¬å¸","",""
"CHCI","Comstock Homebuilding Companies Inc.","Reston","VA","",""
"CHD","Church & Dwight Co. Inc.","Princeton Township","NJ","$38,635","$12,500  $115,794"
"CHDN","Churchill Downs Inc.","Louisville","KY","$75,227","$75,000  $75,340"
"CHDX","Chindex International Inc.","Bethesda","MD","",""
"CHE","Chemed Corp.","Cincinnati","OH","",""
"CHEF","Chefs' Warehouse Holdings LLC","Ridgefield","CT","",""
"CDII","China Direct Industries, Inc.","Deerfield Beach","FL","",""
"CDR","Cedar Realty Trust, Inc.","Port Washington","NY","",""
"CDTI","Clean Diesel Technologies Inc.","Ventura","CA","",""
"CDXS","Codexis, Inc.","Redwood City","CA","$87,237","$45,000  $285,000"
"CDY","Cardero Resource Corp.","Vancouver","BC","",""
"CDZI","Cadiz Inc.","Los Angeles","CA","",""
"CE","Celanese Corporation","Dallas","TX","$77,697","$40,000  $139,000"
"CEC","CEC Entertainment Inc.","Irving","TX","$78,714","$70,000  $85,000"
"CECE","CECO Environmental Corp.","Cincinnati","OH","",""
"CECO","Career Education Corp.","Schaumburg","IL","$66,858","$29,890  $137,000"
"CEG","Constellation Energy Group, Inc.","Baltimore","MD","$87,401","$40,000  $175,000"
"CEL","Cellcom Israel Ltd.","","","",""
"CELG","Celgene Corporation","Summit","NJ","$92,069","$52,000  $300,000"
"CELL","Brightpoint Inc.","Indianapolis","IN","$70,050","$32,000  $125,000"
"CENT","Central Garden & Pet Co.","Walnut Creek","CA","",""
"CENTA","Centaurus 2002 SICAV","Walnut Creek","CA","",""
"CENX","Century Aluminum Co.","Monterey","CA","$275,000","$250,000  $300,000"
"CEO","CNOOC Ltd.","","","",""
"CERN","Cerner Corporation","North Kansas City","MO","$66,447","$41,538  $136,000"
"CERP","Cereplast, Inc.","El Segundo","CA","$67,250","$55,000  $85,000"
"CBRL","Cracker Barrel Old Country Store, Inc.","Lebanon","TN","",""
"CBST","Cubist Pharmaceuticals Inc.","Lexington","MA","$84,466","$44,000  $176,342"
"CBT","Cabot Corp.","Boston","MA","$105,506","$36,000  $850,000"
"CBZ","CBIZ, Inc.","Independence","OH","",""
"CCC","Calgon Carbon Corporation","Pittsburgh","PA","$55,528","$34,000  $81,482"
"CCE","Coca-Cola Enterprises Inc.","Atlanta","GA","$76,397","$40,000  $109,500"
"CCF","Chase Corp.","Bridgewater","MA","$73,035","$38,272  $130,000"
"CCI","Crown Castle International Corp.","Houston","TX","",""
"CCIX","Coleman Cable, Inc.","Waukegan","IL","",""
"CCJ","Cameco Corp.","Saskatoon","SK","",""
"CCL","Carnival Corporation","Miami","FL","$74,984","$35,000  $200,000"
"CCMP","Cabot Microelectronics Corp.","Aurora","IL","$83,235","$50,000  $123,050"
"CCO","Clear Channel Outdoor Holdings Inc.","San Antonio","TX","$91,952","$33,904  $150,000"
"CCOI","Cogent Communications Group Inc.","Washington","DC","",""
"CCRN","Cross Country Healthcare, Inc.","Boca Raton","FL","$96,424","$53,082  $141,227"
"CCRT","CompuCredit Holdings Corp.","Atlanta","GA","$66,022","$35,000  $120,000"
"CCUR","Concurrent Computer Corporation","Duluth","GA","$73,003","$62,000  $106,000"
"CDE","Coeur d'Alene Mines Corporation","Coeur d'Alene","ID","",""
"CDI","CDI Corp.","Philadelphia","PA","$71,963","$28,766  $140,000"
"CASS","Cass Information Systems Inc.","Bridgeton","MO","",""
"CAST","ChinaCast Education Corporation","","","",""
"CASY","Casey's General Stores Inc.","Ankeny","IA","",""
"CAT","Caterpillar Inc.","Peoria","IL","$74,689","$21,923  $690,000"
"CATM","Cardtronics Inc.","Houston","TX","$78,312","$37,024  $105,000"
"CATO","Cato Corp.","Charlotte","NC","$54,420","$47,000  $60,080"
"CAVM","Cavium, Inc.","Mountain View","CA","$96,838","$63,000  $152,000"
"CAW","CCA Industries Inc.","East Rutherford","NJ","",""
"CBB","Cincinnati Bell Inc.","Cincinnati","OH","$86,668","$40,643  $215,000"
"CBEY","Cbeyond, Inc.","Atlanta","GA","$100,920","$50,000  $220,000"
"CBG","CBRE Group, Inc","Los Angeles","CA","",""
"CBK","Christopher & Banks Corporation","Plymouth","MN","",""
"CBL","CBL & Associates Properties Inc.","Chattanooga","TN","",""
"CBLI","Cleveland BioLabs, Inc.","Buffalo","NY","",""
"CBM","Cambrex Corporation.","East Rutherford","NJ","$175,000","$155,000  $195,000"
"CBMX","CombiMatrix Corporation","Irvine","CA","$107,250","$62,000  $152,500"
"CBOE","CBOE Holdings, Inc.","Chicago","IL","$72,736","$35,000  $95,000"
"CBOU","Caribou Coffee Company, Inc.","Brooklyn Center","MN","",""
"CBR","CIBER, Inc.","Greenwood Village","CO","$77,685","$31,241  $728,000"
"BZH","Beazer Homes USA Inc.","Atlanta","GA","",""
"CACC","Credit Acceptance Corp.","Southfield","MI","$60,124","$30,000  $93,485"
"CACI","CACI International Inc.","Arlington","VA","",""
"CADX","Cadence Pharmaceuticals Inc.","San Diego","CA","$193,333","$180,000  $200,000"
"CAE","CAE Inc.","Saint-Laurent","QC","",""
"CAH","Cardinal Health, Inc.","Dublin","OH","$72,670","$20,000  $140,000"
"CAJ","Canon Inc.","","","$71,637","$30,700  $771,511"
"CAK","CAMAC Energy Inc.","Hartsdale","NY","",""
"CALD","Callidus Software Inc.","Pleasanton","CA","$88,253","$55,266  $125,238"
"CALM","Cal-Maine Foods, Inc.","Jackson","MS","",""
"CALX","Calix Inc.","Petaluma","CA","$95,831","$60,000  $120,000"
"CAM","Cameron International Corporation","Houston","TX","$74,681","$26,000  $171,600"
"CAMP","CalAmp Corp.","Oxnard","CA","$91,392","$59,176  $140,000"
"CAMT","Camtek Ltd.","","VA","",""
"CAP","CAI International Inc.","San Francisco","CA","",""
"CAR","Avis Budget Group, Inc.","Parsippany-Troy Hills","NJ","",""
"CARB","Carbonite, Inc.","Boston","MA","",""
"CAS","AM Castle & Co.","Oak Brook","IL","$68,359","$41,000  $98,000"
"CASC","Cascade Corp.","Fairview","OR","$98,166","$30,000  $205,000"
"CASM","CAS Medical Systems Inc.","Branford","CT","",""
"BTU","Peabody Energy Corp.","St Louis","MO","",""
"BTUI","BTU International Inc.","","MA","$69,297","$43,264  $91,000"
"BTX","BioTime, Inc.","Alameda","CA","",""
"BUD","Anheuser-Busch InBev","Leuven","Flemish Region","",""
"BUR","Burcon Nutrascience Corp.","Vancouver","BC","",""
"BVSN","BroadVision, Inc.","Redwood City","CA","$79,075","$55,848  $101,000"
"BVX","Bovie Medical Corp.","Melville","NY","",""
"BWA","BorgWarner Inc.","Auburn Hills","MI","$71,212","$42,203  $140,000"
"BWC","The Babcock & Wilcox Company","Charlotte","NC","",""
"BWEN","Broadwind Energy, Inc.","Naperville","IL","",""
"BWLD","Buffalo Wild Wings Inc.","Minneapolis","MN","",""
"BWP","Boardwalk Pipeline Partners, LP","Houston","TX","",""
"BWS","Brown Shoe Co. Inc.","St Louis","MO","",""
"BXC","Bluelinx Holdings Inc.","Marietta","GA","$84,086","$41,715  $135,000"
"BXG","Bluegreen Corp.","Boca Raton","FL","$59,000","$35,000  $83,000"
"BXP","Boston Properties Inc.","Boston","MA","$93,134","$50,000  $127,878"
"BYD","Boyd Gaming Corp.","Las Vegas","NV","$45,500","$36,000  $55,000"
"BYI","Bally Technologies, Inc.","Las Vegas","NV","$265,800","$191,600  $340,000"
"BZ","Boise Inc.","Boise","ID","$77,909","$17,556  $866,625"
"BZC","Breeze-Eastern Corporation","","NJ","",""
"BRE","BRE Properties Inc.","San Francisco","CA","",""
"BRID","Bridgford Foods Corp.","Anaheim","CA","",""
"BRKR","Bruker Corporation","Billerica","MA","$68,158","$41,000  $90,000"
"BRLI","Bio-Reference Laboratories Inc.","Elmwood Park","NJ","$102,921","$65,000  $130,152"
"BRN","Barnwell Industries Inc.","Honolulu","HI","",""
"BRO","Brown & Brown Inc.","Daytona Beach","FL","",""
"BRT","BRT Realty Trust","Great Neck","NY","",""
"BSDM","BSD Medical Corp.","Salt Lake City","UT","",""
"BSET","Bassett Furniture Industries Inc.","Bassett","VA","",""
"BSFT","BroadSoft, Inc.","Gaithersburg","MD","$95,071","$60,000  $140,000"
"BSI","Alon Holdings Blue Square - Israel Ltd","Warren","MI","",""
"BSQR","BSQUARE Corp.","Bellevue","WA","$77,745","$48,000  $100,000"
"BSTC","BioSpecifics Technologies Corp.","Lynbrook","NY","",""
"BSX","Boston Scientific Corporation","Natick","MA","$74,965","$40,000  $242,000"
"BT","BT Group plc","","","$178,750","$65,000  $500,000"
"BTE","Baytex Energy Corp.","Calgary","AB","",""
"BTH","Blyth, Inc.","Greenwich","CT","$81,105","$76,627  $97,469"
"BTI","British American Tobacco plc","London","Greater London","",""
"BTN","Ballantyne Strong, Inc","Omaha","NE","",""
"BOLT","Bolt Technology Corp.","Norwalk","CT","",""
"BONE","Bacterin International Holdings, Inc.","","Mt","",""
"BONT","Bon-Ton Stores Inc.","York","PA","",""
"BOOM","Dynamic Materials Corp.","Boulder","CO","$67,018","$61,589  $74,464"
"BOOT","Lacrosse Footwear Inc.","Portland","OR","",""
"BOSC","B.O.S. Better Online Solutions Ltd.","Bardwell","TX","",""
"BOX","SeaCube Container Leasing Ltd.","Park Ridge","NJ","",""
"BP","BP plc","","","$91,565","$28,000  $203,907"
"BPAX","BioSante Pharmaceuticals, Inc.","Lincolnshire","IL","",""
"BPHXD","BluePhoenix Solutions Ltd.","","","$69,570","$51,000  $100,000"
"BPI","Bridgepoint Education, Inc.","San Diego","CA","$75,715","$62,180  $89,250"
"BPL","Buckeye Partners LP","Houston","TX","",""
"BPO","Brookfield Properties Corporation","","NY","$118,817","$78,750  $190,000"
"BPT","BP Prudhoe Bay Royalty Trust","Austin","TX","",""
"BPZ","BPZ Resources, Inc.","Houston","TX","",""
"BR","Broadridge Financial Solutions Inc.","Manhasset Hills","NY","$89,130","$37,440  $160,000"
"BRC","Brady Corp.","Milwaukee","WI","$75,934","$42,000  $120,000"
"BRCD","Brocade Communications Systems, Inc.","San Jose","CA","$105,848","$55,000  $200,000"
"BRCM","Broadcom Corp.","Irvine","CA","$98,889","$40,000  $189,564"
"BRD","Brigus Gold Corp","Halifax","NS","",""
"BLD","Baldwin Technology Co. Inc.","Boca Raton","FL","",""
"BLDP","Ballard Power Systems Inc.","Burnaby","BC","",""
"BLDR","Builders FirstSource, Inc.","Dallas","TX","$61,000","$57,000  $65,000"
"BLIN","Bridgeline Digital, Inc","Woburn","MA","",""
"BLKB","Blackbaud Inc.","Charleston","SC","$61,611","$35,000  $125,000"
"BLL","Ball Corporation","Broomfield","CO","",""
"BLT","Blount International Inc.","Portland","OR","$63,060","$62,004  $64,116"
"BLTI","Biolase Technology, Inc.","Irvine","CA","",""
"BMC","BMC Software Inc.","Houston","TX","$87,838","$36,000  $425,000"
"BMI","Badger Meter Inc.","Milwaukee","WI","",""
"BMJ","Birks & Mayors Inc.","MontrÃ©al","QC","",""
"BMR","BioMed Realty Trust Inc.","San Diego","CA","$105,767","$96,533  $115,000"
"BMRN","BioMarin Pharmaceutical Inc.","Novato","CA","$79,083","$42,827  $154,000"
"BMS","Bemis Company, Inc.","Neenah","WI","",""
"BMTI","BioMimetic Therapeutics Inc.","Franklin","TN","",""
"BNHN","Benihana Inc.","Miami","FL","$33,799","$23,000  $45,000"
"BNVI","Bionovo, Inc.","Emeryville","CA","$66,844","$43,451  $85,000"
"BOBE","Bob Evans Farms Inc.","Columbus","OH","",""
"BODY","Body Central Corp.","Jacksonville","FL","",""
"BHP","BHP Billiton Ltd.","Melbourne","VIC","",""
"BIDZ","BIDZ.com, Inc.","Culver City","CA","$127,394","$33,000  $300,000"
"BIG","Big Lots Inc.","Columbus","OH","$75,761","$62,000  $100,000"
"BIIB","Biogen Idec Inc.","Weston","MA","$99,005","$40,200  $600,000"
"BIN","Progressive Waste Solutions Ltd.","Vaughan","ON","",""
"BIO","Bio-Rad Laboratories, Inc.","Hercules","CA","$78,525","$40,014  $137,024"
"BIOC","BioClinica, Inc.","Newtown","PA","$80,607","$53,934  $130,000"
"BIOD","Biodel Inc.","Danbury","CT","$78,244","$39,083  $150,000"
"BIOF","BioFuel Energy Corp.","Denver","CO","",""
"BIOS","BioScrip Inc.","Elmsford","NY","$78,823","$77,646  $80,000"
"BIRT","Actuate Corporation","San Mateo","CA","$84,614","$58,000  $141,240"
"BITS","Bitstream Inc.","Marlborough","MA","$82,917","$44,500  $97,500"
"BJRI","BJ's Restaurants, Inc.","Huntington Beach","CA","",""
"BK","The Bank of New York Mellon Corporation","","NY","$100,201","$40,000  $161,000"
"BKD","Brookdale Senior Living Inc.","Brentwood","TN","",""
"BKE","Buckle Inc.","Kearney","NE","",""
"BKEP","Blueknight Energy Partners, L.P.","Tulsa","OK","",""
"BKH","Black Hills Corporation","Rapid City","SD","",""
"BKI","Buckeye Technologies Inc.","Memphis","TN","",""
"BLC","Belo Corp.","Dallas","TX","$49,020","$41,101  $65,000"
