"Ticker Symbol","Company Name","City","State","Salary Average","Salary Range"
"RLH","Red Lion Hotels Corporation","Spokane","WA","",""
"RLJ","RLJ Lodging Trust","Bethesda","MD","",""
"RLOC","ReachLocal, Inc.","","CA","$95,909","$75,000  $235,000"
"RMBS","Rambus Inc.","Sunnyvale","CA","$96,694","$70,000  $139,214"
"RMCF","Rocky Mountain Chocolate Factory Inc.","Durango","CO","",""
"RMD","ResMed Inc.","San Diego","CA","$102,562","$85,000  $125,000"
"RMKR","Rainmaker Systems Inc.","Campbell","CA","$88,459","$70,000  $120,000"
"RMTI","Rockwell Medical Technologies Inc.","Wixom","MI","",""
"RMTR","Ramtron International Corp.","Colorado Springs","CO","$75,025","$56,397  $86,570"
"RNET","RigNet, Inc.","Houston","TX","$159,228","$133,456  $185,000"
"RNF","Rentech Nitrogen Partners, L.P.","Los Angeles","CA","",""
"RNO","Rhino Resource Partners LP","Lexington","KY","",""
"RNOW","Rightnow Technologies Inc.","Bozeman","Mt","$71,313","$23,500  $200,000"
"RNWK","RealNetworks Inc.","Seattle","WA","$74,010","$38,000  $171,000"
"REVU","Princeton Review Inc.","Framingham","MA","",""
"REX","REX American Resources Corporation","Dayton","OH","",""
"REXI","Resource America Inc.","Philadelphia","PA","$83,244","$21,070  $200,000"
"REXX","Rex Energy Corporation","State College","PA","",""
"RFIL","RF Industries Ltd.","San Diego","CA","",""
"RFMD","RF Micro Devices Inc.","Greensboro","NC","$82,993","$47,000  $819,000"
"RFMI","RF Monolithics Inc.","Dallas","TX","$79,560","$62,000  $95,534"
"RGC","REGAL ENTERTAINMENT GROUP","Knoxville","TN","",""
"RGCO","RGC Resources Inc.","Roanoke","VA","",""
"RGDX","Response Genetics, Inc","Los Angeles","CA","$58,000","$55,000  $60,000"
"RGEN","Repligen Corporation","Waltham","MA","",""
"RGLD","Royal Gold, Inc.","Denver","CO","",""
"RGP","Regency Energy Partners LP","Dallas","TX","",""
"RGS","Regis Corp.","Edina","MN","$55,507","$34,771  $95,400"
"RHI","Robert Half International Inc.","Menlo Park","CA","$88,012","$45,000  $157,500"
"RHT","Red Hat, Inc.","Raleigh","NC","$87,398","$27,200  $750,000"
"RICK","Rick's Cabaret International Inc.","Houston","TX","",""
"RIG","Transocean Ltd.","Zug","Zug","",""
"RIGL","Rigel Pharmaceuticals, Inc.","South San Francisco","CA","$90,088","$84,852  $97,000"
"RIMG","Rimage Corp.","Minneapolis","MN","$53,524","$47,500  $73,694"
"RCKY","Rocky Brands, Inc.","Nelsonville","OH","",""
"RCL","Royal Caribbean Cruises Ltd.","Miami","FL","$83,537","$38,064  $300,000"
"RCMT","RCM Technologies Inc.","Pennsauken","NJ","$73,591","$65,000  $82,181"
"RDC","Rowan Companies Inc.","Houston","TX","",""
"RDCM","Radcom Ltd.","","","$101,827","$74,400  $125,000"
"RDEA","Ardea Biosciences, Inc.","San Diego","CA","$127,822","$127,316  $128,000"
"RDEN","Elizabeth Arden, Inc.","Miramar","FL","$58,547","$34,000  $123,000"
"RDK","Ruddick Corp.","Charlotte","NC","",""
"RDNT","RadNet, Inc.","Los Angeles","CA","$40,750","$40,000  $41,500"
"RDWR","Radware Ltd.","","","$80,864","$47,000  $120,000"
"RECN","Resources Connection Inc.","Irvine","CA","$69,875","$49,500  $90,000"
"RECV","Recovery Energy, Inc.","Denver","CO","",""
"REED","REEDS, Inc.","Los Angeles","CA","",""
"REFR","Research Frontiers Inc.","Woodbury","NY","",""
"REG","Regency Centers Corporation","Jacksonville","FL","$51,272","$44,824  $54,496"
"REGN","Regeneron Pharmaceuticals, Inc.","Tarrytown","NY","$68,821","$40,082  $300,000"
"RELV","Reliv International, Inc.","Chesterfield","MO","",""
"REN","Resolute Energy Corporation","Denver","CO","",""
"RENT","Rentrak Corporation","Portland","OR","",""
"RES","RPC Inc.","Atlanta","GA","",""
"QUIK","QuickLogic Corporation","Sunnyvale","CA","$87,806","$59,000  $158,000"
"R","Ryder System, Inc.","Miami","FL","$70,826","$36,400  $132,000"
"RA","RailAmerica, Inc.","Jacksonville","FL","$68,642","$47,800  $120,000"
"RAD","Rite Aid Corp.","Camp Hill","PA","$108,978","$61,862  $150,500"
"RAH","Ralcorp Holdings Inc.","St Louis","MO","",""
"RAI","Reynolds American Inc.","Winston-Salem","NC","",""
"RAIL","FreightCar America Inc.","Chicago","IL","",""
"RAM","RAM Energy Resources, Inc.","Tulsa","OK","",""
"RAS","RAIT Financial Trust","Philadelphia","PA","",""
"RATE","Bankrate, Inc.","North Palm Beach","FL","$109,683","$83,000  $136,365"
"RAVN","Raven Industries Inc.","Sioux Falls","SD","$58,578","$58,000  $59,155"
"RAX","Rackspace Hosting, Inc.","San Antonio","TX","$65,520","$36,600  $139,725"
"RBA","Ritchie Bros. Auctioneers Incorporated","Burnaby","BC","",""
"RBC","Regal Beloit Corporation","Beloit","WI","$82,627","$65,000  $135,000"
"RBCN","Rubicon Technology, Inc.","Bensenville","IL","$69,410","$26,265  $121,501"
"RBN","Robbins & Myers Inc.","Dayton","OH","",""
"RC","Grupo Radio Centro, S.A.B. de C.V.","Mastic","NY","",""
"RCI","Rogers Communications Inc.","Toronto","ON","",""
"RCII","Rent-A-Center Inc.","Plano","TX","$60,476","$29,000  $116,459"
"PZZI","Pizza Inn Holdings, Inc.","The Colony","TX","",""
"QADA","QAD Inc.","Santa Barbara","CA","$81,192","$31,200  $118,612"
"QADB","QAD Inc.","Santa Barbara","CA","$81,192","$31,200  $118,612"
"QBAK","Qualstar Corp.","Simi Valley","CA","",""
"QBC","Cubic Energy Inc.","Dallas","TX","",""
"QCOM","QUALCOMM Incorporated","San Diego","CA","$85,980","$40,539  $285,540"
"QCOR","Questcor Pharmaceuticals, Inc.","Anaheim","CA","",""
"QDEL","Quidel Corp.","San Diego","CA","$75,830","$71,745  $79,914"
"QEP","QEP Resources, Inc.","Denver","CO","",""
"QLGC","QLogic Corp.","Aliso Viejo","CA","$92,972","$48,000  $300,019"
"QLIK","Qlik Technologies, Inc.","","PA","",""
"QLTI","QLT Inc.","Vancouver","BC","",""
"QLTY","Quality Distribution Inc.","Tampa","FL","$53,367","$41,833  $60,000"
"QNST","QuinStreet, Inc.","Foster City","CA","$96,528","$45,000  $650,000"
"QRE","QR Energy, LP","Houston","TX","",""
"QSFT","Quest Software Inc.","Aliso Viejo","CA","$87,611","$43,909  $197,760"
"QSII","Quality Systems Inc.","Irvine","CA","$67,956","$34,000  $97,592"
"QTM","Quantum Corporation","San Jose","CA","$91,412","$52,000  $155,000"
"QTWW","Quantum Fuel Systems Technologies Worldwide Inc.","Irvine","CA","$105,536","$80,000  $192,000"
"QUAD","Quad/Graphics, Inc.","","WI","$52,885","$42,000  $71,552"
"PTIE","Pain Therapeutics Inc.","Austin","TX","",""
"PTIX","Performance Technologies Inc.","Rochester","NY","$55,967","$50,000  $61,000"
"PTNR","Partner Communications Company Ltd.","Ann Arbor Charter Township","MI","",""
"PTRY","Pantry Inc.","Cary","NC","$58,340","$44,000  $75,000"
"PTSI","P.A.M. Transportation Services, Inc.","Tontitown","AR","",""
"PTSX","Point.360","Burbank","CA","",""
"PULS","Pulse Electronics Corporation","San Diego","CA","",""
"PURE","PURE Bioscience, Inc.","El Cajon","CA","",""
"PVR","Penn Virginia Resource Partners LP","","PA","",""
"PVSW","Pervasive Software Inc.","Austin","TX","$102,883","$50,000  $145,000"
"PWAV","Powerwave Technologies Inc.","Santa Ana","CA","$99,461","$57,000  $450,000"
"PWE","Penn West Petroleum Ltd.","Calgary","AB","",""
"PWER","Power-One Inc.","Camarillo","CA","$81,410","$35,000  $200,000"
"PWR","Quanta Services, Inc.","Houston","TX","",""
"PX","Praxair Inc.","Danbury","CT","$81,760","$40,685  $135,500"
"PXD","Pioneer Natural Resources Co.","Irving","TX","$91,599","$39,468  $170,000"
"PXLW","Pixelworks, Inc.","San Jose","CA","",""
"PXP","Plains Exploration & Production Company","Houston","TX","",""
"PZZA","Papa John's International Inc.","Louisville","KY","$62,271","$45,700  $85,000"
"PRST","Presstek Inc.","Greenwich","CT","",""
"PRTS","U.S. Auto Parts Network, Inc.","Carson","CA","$63,452","$40,000  $115,000"
"PRX","Par Pharmaceutical Companies Inc.","Woodcliff Lake","NJ","",""
"PRXI","Premier Exhibitions Inc.","Atlanta","GA","",""
"PRXL","PAREXEL International Corporation","Waltham","MA","$94,925","$36,000  $281,000"
"PSA","Public Storage","Glendale","CA","",""
"PSB","PS Business Parks Inc.","Glendale","CA","",""
"PSDV","pSivida Corp.","Watertown","MA","",""
"PSE","Pioneer Southwest Energy Partners L.P.","Irving","TX","",""
"PSEM","Pericom Semiconductor Corp.","San Jose","CA","$72,783","$55,000  $117,000"
"PSMT","PriceSmart Inc.","San Diego","CA","$164,760","$41,371  $408,000"
"PSO","Pearson plc","","","$76,209","$10,000  $683,000"
"PSS","Collective Brands, Inc.","Topeka","KS","",""
"PSSI","PSS World Medical Inc.","Jacksonville","FL","$81,780","$36,004  $105,000"
"PSTR","PostRock Energy Corporation","Oklahoma City","OK","",""
"PSUN","Pacific Sunwear of California Inc.","Anaheim","CA","$72,863","$37,000  $115,000"
"PTEK","PokerTek, Inc.","Matthews","NC","",""
"PTEN","Patterson-UTI Energy Inc.","Houston","TX","",""
"PTGI","Primus Telecommunications Group Inc.","McLean","VA","",""
"PPO","Polypore International Inc.","Charlotte","NC","",""
"PPP","Primero Mining Corp.","Toronto","ON","",""
"PPS","Post Properties Inc.","Atlanta","GA","",""
"PQ","PetroQuest Energy Inc.","Lafayette","LA","",""
"PRAA","Portfolio Recovery Associates Inc.","Norfolk","VA","",""
"PRAN","Prana Biotechnology Ltd.","Parkville","VIC","",""
"PRCP","Perceptron, Inc.","Plymouth Charter Township","MI","",""
"PRFT","Perficient Inc.","St Louis","MO","",""
"PRGN","Paragon Shipping Inc.","Voula","Attiki","",""
"PRGO","Perrigo Co.","Allegan","MI","$77,054","$51,800  $105,000"
"PRGS","Progress Software Corp.","Bedford","MA","$93,154","$47,000  $200,000"
"PRGX","PRGX Global, Inc.","Atlanta","GA","",""
"PRIM","Primoris Services Corporation","Dallas","TX","",""
"PRIS","Grupo Prisa SA","","","",""
"PRKR","Parkervision Inc.","Jacksonville","FL","",""
"PRLS","Peerless Systems Corp.","Stamford","CT","",""
"PRMW","Primo Water Corporation","Winston-Salem","NC","",""
"PRO","PROS Holdings, Inc.","Houston","TX","$72,276","$44,761  $108,000"
"PROJ","Deltek, Inc","Herndon","VA","$81,672","$49,350  $200,000"
"PRSC","Providence Service Corp.","Tucson","AZ","",""
"PNSN","Penson Worldwide Inc","Dallas","TX","",""
"PNTR","Pointer Telocation Ltd.","Warren","MI","",""
"PNW","Pinnacle West Capital Corporation","Phoenix","AZ","$80,766","$45,000  $103,008"
"PNY","Piedmont Natural Gas Co. Inc.","Charlotte","NC","",""
"PODD","Insulet Corporation","Bedford","MA","$105,249","$67,000  $175,000"
"POL","PolyOne Corporation","Avon Lake","OH","$69,604","$30,964  $91,894"
"POM","Pepco Holdings, Inc.","Washington","DC","$63,379","$47,362  $99,408"
"POOL","Pool Corp.","Covington","LA","",""
"POPE","Pope Resources LP","Poulsbo","WA","",""
"POR","Portland General Electric Company","Portland","OR","",""
"POT","Potash Corp. of Saskatchewan, Inc.","Saskatoon","SK","",""
"POWI","Power Integrations Inc.","San Jose","CA","$102,684","$55,000  $155,355"
"POWL","Powell Industries, Inc.","Houston","TX","",""
"POWR","PowerSecure International, Inc.","Wake Forest","NC","",""
"POZN","POZEN Inc.","Chapel Hill","NC","",""
"PPC","Pilgrim's Corp.","Greeley","CO","",""
"PPG","PPG Industries Inc.","Pittsburgh","PA","$68,376","$35,000  $92,310"
"PPHM","Peregrine Pharmaceuticals Inc.","Tustin","CA","",""
"PPL","PPL Corporation","Allentown","PA","$101,154","$70,000  $140,000"
"PLNR","Planar Systems Inc.","Beaverton","OR","$77,544","$49,318  $105,000"
"PLOW","Douglas Dynamics, Inc.","Milwaukee","WI","",""
"PLPC","Preformed Line Products Co.","Mayfield","OH","",""
"PLT","Plantronics, Inc.","Santa Cruz","CA","$90,779","$54,501  $165,000"
"PLUG","Plug Power Inc.","","NY","$66,177","$38,418  $98,262"
"PLUS","ePlus Inc.","Herndon","VA","$70,853","$53,000  $95,000"
"PLXS","Plexus Corp.","Neenah","WI","$85,462","$38,000  $190,000"
"PLXT","PLX Technology Inc.","Sunnyvale","CA","$90,546","$54,873  $115,000"
"PMC","PharMerica Corporation","Louisville","KY","",""
"PMCS","PMC-Sierra Inc.","Sunnyvale","CA","$88,935","$55,910  $150,000"
"PMD","Psychemedics Corp.","Acton","MA","",""
"PMFG","PMFG, Inc.","Dallas","TX","",""
"PMTC","Parametric Technology Corporation","Needham","MA","",""
"PMTI","Palomar Medical Technologies Inc.","Burlington","MA","",""
"PNCL","Pinnacle Airlines Corp.","Memphis","TN","",""
"PNG","PAA Natural Gas Storage, L.P.","Houston","TX","",""
"PNK","Pinnacle Entertainment Inc.","Las Vegas","NV","$76,834","$60,000  $93,667"
"PNNW","Pennichuck Corp.","Merrimack","NH","",""
"PNRA","Panera Bread Co.","St Louis","MO","",""
"PNRG","PrimeEnergy Corp.","Stamford","CT","",""
"PHM","PulteGroup, Inc.","Bloomfield Hills","MI","",""
"PHMD","PhotoMedex, Inc","Montgomeryville","PA","",""
"PHX","Panhandle Oil and Gas Inc.","Oklahoma City","OK","",""
"PICO","PICO Holdings Inc.","","CA","$53,465","$24,000  $119,000"
"PII","Polaris Industries, Inc.","Medina","MN","$73,204","$40,000  $143,000"
"PIKE","Pike Electric Corporation","Mt Airy","NC","",""
"PIR","Pier 1 Imports, Inc.","Fort Worth","TX","$53,491","$42,583  $80,000"
"PKD","Parker Drilling Co.","Houston","TX","$62,767","$52,500  $82,200"
"PKE","Park Electrochemical Corp.","Melville","NY","",""
"PKG","Packaging Corp. of America","Lake Forest","IL","$70,800","$60,000  $81,600"
"PKI","PerkinElmer Inc.","Waltham","MA","$81,166","$45,000  $200,000"
"PKOH","Park-Ohio Holdings Corp.","Cleveland","OH","$57,158","$21,882  $93,000"
"PKT","Procera Networks, Inc.","Fremont","CA","$76,925","$70,000  $85,000"
"PKY","Parkway Properties Inc.","Jackson","MS","",""
"PLAB","Photronics Inc.","Brookfield","CT","$80,562","$58,000  $101,522"
"PLCE","The Children","Secaucus","NJ","$53,453","$20,150  $400,000"
"PLCM","Polycom, Inc.","Pleasanton","CA","$92,479","$55,000  $132,038"
"PLD","Prologis, Inc.","San Francisco","CA","",""
"PLL","Pall Corp.","Port Washington","NY","$90,818","$45,000  $231,036"
"PER","SandRidge Permian Trust","Austin","TX","",""
"PERF","Perfumania Holdings, Inc.","North Bellport","NY","",""
"PERY","Perry Ellis International Inc.","Miami","FL","$61,645","$28,000  $150,000"
"PESI","Perma-Fix Environmental Services Inc.","Atlanta","GA","",""
"PETD","Petroleum Development Corporation","Denver","CO","",""
"PETM","PetSmart, Inc.","Phoenix","AZ","$80,698","$62,400  $163,530"
"PETS","PetMed Express Inc.","Pompano Beach","FL","",""
"PFCB","P.F. Chang's China Bistro, Inc.","Scottsdale","AZ","",""
"PFIN","P&F Industries Inc.","Melville","NY","$69,502","$10,000  $2,058,333"
"PFSW","PFSweb Inc.","Plano","TX","$84,173","$56,000  $92,500"
"PGH","Pengrowth Energy Corporation","Calgary","AB","",""
"PGI","Premiere Global Services, Inc.","Atlanta","GA","",""
"PGN","Progress Energy Inc.","Raleigh","NC","$66,360","$37,939  $119,000"
"PGNX","Progenics Pharmaceuticals Inc.","Tarrytown","NY","$74,702","$45,635  $107,610"
"PGTI","PGT, Inc.","","FL","$63,178","$40,000  $100,000"
"PH","Parker Hannifin Corporation","Cleveland","OH","$69,407","$36,109  $130,000"
"PHG","Koninklijke Philips Electronics NV","Amsterdam","Noord-Holland","",""
"PHH","PHH Corporation","Mt Laurel","NJ","",""
"PHII","PHI Inc.","Lafayette","LA","",""
"PHIIK","PHI Inc.","Lafayette","LA","",""
"PCX","Patriot Coal Corporation","St Louis","MO","",""
"PCYC","Pharmacyclics Inc.","Sunnyvale","CA","$104,200","$88,400  $120,000"
"PCYO","Pure Cycle Corp.","Denver","CO","",""
"PDCO","Patterson Companies Inc.","St Paul","MN","",""
"PDEX","Pro-Dex Inc.","Irvine","CA","$59,549","$28,662  $145,000"
"PDFS","PDF Solutions Inc.","San Jose","CA","$105,511","$54,829  $950,000"
"PDII","PDI, Inc.","Parsippany-Troy Hills","NJ","",""
"PDLI","PDL BioPharma, Inc.","","NV","",""
"PDM","Piedmont Office Realty Trust Inc.","Johns Creek","GA","",""
"PDS","Precision Drilling Corporation","Calgary","AB","",""
"PEB","Pebblebrook Hotel Trust","Bethesda","MD","",""
"PEDH","Peoples Educational Holdings, Inc.","Saddle Brook","NJ","",""
"PEET","Peet's Coffee & Tea, Inc.","Emeryville","CA","$77,031","$56,571  $89,523"
"PEG","Public Service Enterprise Group Inc.","Newark","NJ","",""
"PEGA","Pegasystems Inc.","Cambridge","MA","$92,156","$42,099  $157,000"
"PEI","Pennsylvania Real Estate Investment Trust","Philadelphia","PA","$61,412","$57,783  $64,998"
"PEIX","Pacific Ethanol, Inc.","Sacramento","CA","$80,250","$60,000  $87,000"
"PENN","Penn National Gaming Inc.","Wyomissing","PA","",""
"PENX","Penford Corporation","Centennial","CO","",""
"PEP","Pepsico, Inc.","","NY","$97,127","$36,000  $415,000"
"PATH","NuPathe, Inc.","Conshohocken","PA","",""
"PATK","Patrick Industries Inc.","Elkhart","IN","",""
"PAY","VeriFone Systems, Inc","San Jose","CA","",""
"PAYX","Paychex, Inc.","Rochester","NY","$87,826","$59,342  $182,000"
"PBH","Prestige Brands Holdings, Inc.","Irvington","NY","$149,106","$81,661  $205,000"
"PBI","Pitney Bowes Inc.","Stamford","CT","$73,871","$32,142  $134,000"
"PBSK","Poage Bankshares, Inc.","Ashland","KY","",""
"PBT","Permian Basin Royalty Trust","Dallas","TX","",""
"PBY","Pep Boys - Manny, Moe & Jack","Philadelphia","PA","$55,501","$46,000  $64,890"
"PCAR","PACCAR Inc.","Bellevue","WA","$65,584","$37,200  $105,000"
"PCCC","PC Connection, Inc.","","NH","",""
"PCG","PG&E Corp.","San Francisco","CA","$104,902","$85,080  $130,000"
"PCH","Potlatch Corporation","Spokane","WA","",""
"PCL","Plum Creek Timber Co. Inc.","Seattle","WA","",""
"PCLN","priceline.com Incorporated","Norwalk","CT","$90,255","$42,000  $133,094"
"PCO","Pendrell Corporation","Kirkland","WA","",""
"PCOM","Points International Ltd.","Toronto","ON","",""
"PCP","Precision Castparts Corp.","Portland","OR","",""
"PCRX","Pacira Pharmaceuticals Inc.","Parsippany-Troy Hills","NJ","",""
"PCS","MetroPCS Communications, Inc.","Richardson","TX","",""
"PCTI","PCTEL, Inc.","Bloomingdale","IL","$74,410","$52,500  $115,200"
"OTTR","Otter Tail Corporation","Fergus Falls","MN","$56,902","$50,700  $66,000"
"OUTD","Outdoor Channel Holdings, Inc.","Temecula","CA","",""
"OVRL","Overland Storage Inc.","San Diego","CA","$84,000","$45,000  $103,000"
"OVTI","OmniVision Technologies Inc.","Santa Clara","CA","$84,581","$45,330  $161,554"
"OWW","Orbitz Worldwide, Inc.","Chicago","IL","",""
"OXBT","Oxygen Biotherapeutics, Inc.","Morrisville","NC","",""
"OXF","Oxford Resource Partners, L.P.","Columbus","OH","",""
"OXGN","OXiGENE, Inc.","South San Francisco","CA","",""
"OXM","Oxford Industries Inc.","Atlanta","GA","$53,282","$34,500  $83,500"
"OXY","Occidental Petroleum Corporation","Los Angeles","CA","$86,833","$50,000  $135,000"
"OYOG","OYO Geospace Corp.","Houston","TX","$63,869","$48,000  $92,851"
"P","Pandora Media, Inc.","Oakland","CA","$74,487","$65,374  $83,600"
"PAA","Plains All American Pipeline, L.P.","Houston","TX","",""
"PAAS","Pan American Silver Corp.","Vancouver","BC","",""
"PACB","Pacific Biosciences of California, Inc.","Menlo Park","CA","$96,699","$60,674  $154,024"
"PACD","Pacific Drilling S.A.","Houston","TX","",""
"PACR","Pacer International Inc.","Dublin","OH","",""
"PAG","Penske Automotive Group, Inc.","Bloomfield Hills","MI","$200,000","$100,000  $300,000"
"PAL","North American Palladium Ltd.","Toronto","ON","",""
"PANL","Universal Display Corp.","Ewing","NJ","$83,525","$71,000  $100,000"
"PARL","Parlux Fragrances Inc.","Fort Lauderdale","FL","",""
"OPWV","Openwave Systems Inc.","Redwood City","CA","$96,362","$55,308  $213,325"
"OPXA","Opexa Therapeutics, Inc.","The Woodlands","TX","",""
"OPXT","Opnext, Inc.","Fremont","CA","$106,135","$66,000  $158,580"
"ORA","Ormat Technologies Inc.","Reno","NV","",""
"ORB","Orbital Sciences Corp.","Sterling","VA","",""
"ORBC","ORBCOMM, Inc.","Fort Lee","NJ","$129,488","$95,000  $168,464"
"ORBK","Orbotech Ltd.","Alamosa","CO","",""
"ORBT","Orbit International Corp.","Hauppauge","NY","",""
"ORCC","Online Resources Corp.","Chantilly","VA","$84,031","$53,000  $113,943"
"ORCL","Oracle Corporation","Redwood City","CA","$84,948","$23,566  $212,629"
"ORCT","Orckit Communications Ltd.","","","",""
"OREX","Orexigen Therapeutics, Inc.","","CA","",""
"ORLY","O'Reilly Automotive Inc.","Springfield","MO","",""
"ORN","Orion Marine Group, Inc","Houston","TX","",""
"OSH","Orchard Supply Hardware Stores Corporation","San Jose","CA","$107,495","$88,026  $126,963"
"OSIR","Osiris Therapeutics, Inc.","Columbia","MD","$44,437","$43,992  $44,882"
"OSIS","OSI Systems, Inc.","Hawthorne","CA","$55,399","$38,000  $82,682"
"OSK","Oshkosh Corporation","Oshkosh","WI","$56,182","$25,579  $150,000"
"OSTK","Overstock.com Inc.","Salt Lake City","UT","$73,747","$30,000  $130,000"
"OSUR","OraSure Technologies Inc.","Bethlehem","PA","$108,126","$72,502  $120,000"
"OME","Omega Protein Corp.","Houston","TX","$91,103","$65,000  $115,000"
"OMER","Omeros Corporation","Seattle","WA","$78,206","$55,000  $90,920"
"OMEX","Odyssey Marine Exploration Inc.","Tampa","FL","$59,667","$54,000  $65,000"
"OMI","Owens & Minor Inc.","Mechanicsville","VA","",""
"OMN","OMNOVA Solutions Inc.","Fairlawn","OH","$58,874","$40,000  $73,000"
"OMPI","Obagi Medical Products, Inc.","Long Beach","CA","",""
"OMX","OfficeMax Incorporated","Naperville","IL","$85,857","$45,562  $175,000"
"ONCY","Oncolytics Biotech Inc.","Calgary","AB","",""
"ONE","Higher One Inc.","New Haven","CT","$68,855","$31,138  $79,879"
"ONNN","ON Semiconductor Corp.","Phoenix","AZ","$69,089","$32,843  $123,000"
"ONSM","Onstream Media Corp.","Pompano Beach","FL","",""
"ONTY","Oncothyreon Inc","Seattle","WA","",""
"ONVI","Onvia Inc.","Seattle","WA","$115,684","$91,800  $157,643"
"ONXX","Onyx Pharmaceuticals, Inc.","South San Francisco","CA","",""
"OPAY","Official Payments Holdings, Inc.","Norcross","GA","",""
"OPEN","OpenTable, Inc.","San Francisco","CA","$90,403","$55,000  $120,900"
"OPLK","Oplink Communications Inc.","Fremont","CA","$75,881","$45,000  $135,000"
"OPNT","OPNET Technologies Inc.","Bethesda","MD","$82,853","$40,000  $815,000"
"OPTR","Optimer Pharmaceuticals, Inc.","San Diego","CA","$76,492","$58,221  $100,000"
"OPTT","Ocean Power Technologies, Inc","Pennington","NJ","",""
"OCLS","Oculus Innovative Sciences, Inc.","Petaluma","CA","$80,971","$58,000  $105,269"
"OCR","Omnicare Inc.","Covington","KY","$89,351","$59,500  $104,000"
"OCZ","OCZ Technology Group, Inc.","San Jose","CA","$85,700","$37,500  $100,000"
"ODC","Oil-Dri Corp. of America","Chicago","IL","$72,517","$65,000  $78,000"
"ODFL","Old Dominion Freight Line Inc.","Thomasville","NC","$56,997","$45,989  $70,000"
"ODP","Office Depot, Inc.","Boca Raton","FL","$82,983","$42,920  $134,992"
"OFC","Corporate Office Properties Trust","Columbia","MD","",""
"OFLX","OmegaFlex, Inc.","Exton","PA","",""
"OGE","OGE Energy Corp.","Oklahoma City","OK","$60,518","$28,163  $127,700"
"OGXI","OncoGenex Pharmaceuticals, Inc.","Bothell","WA","",""
"OHI","Omega Healthcare Investors Inc.","Cockeysville","MD","",""
"OI","Owens-Illinois, Inc.","Perrysburg","OH","$70,748","$20,530  $370,000"
"OILT","Oiltanking Partners, L.P.","Houston","TX","",""
"OIS","Oil States International Inc.","Houston","TX","$92,000","$76,000  $108,000"
"OKE","ONEOK Inc.","Tulsa","OK","$68,640","$36,999  $97,000"
"OKS","ONEOK Partners, L.P.","Tulsa","OK","",""
"OLN","Olin Corp.","Clayton","MO","",""
"OLP","One Liberty Properties Inc.","Great Neck","NY","",""
"OMCL","Omnicell Inc.","Mountain View","CA","$88,615","$55,000  $135,000"
"NVR","NVR Inc.","Reston","VA","",""
"NVTL","Novatel Wireless Inc.","San Diego","CA","$89,471","$60,000  $119,917"
"NWE","Northwestern Corp.","Sioux Falls","SD","",""
"NWK","Network Equipment Technologies Inc.","Fremont","CA","$86,288","$48,825  $150,000"
"NWL","Newell Rubbermaid Inc.","Atlanta","GA","$60,812","$35,000  $99,000"
"NWN","Northwest Natural Gas Company","Portland","OR","",""
"NWPX","Northwest Pipe Co.","Vancouver","WA","",""
"NX","Quanex Building Products Corporation","Houston","TX","",""
"NXST","Nexstar Broadcasting Group Inc.","Irving","TX","",""
"NXTM","Nxstage Medical, Inc.","Lawrence","MA","$98,333","$75,000  $115,000"
"NXY","Nexen Inc.","Calgary","AB","",""
"NYB","New York Community Bancorp Inc.","Westbury","NY","",""
"NYNYD","Empire Resorts Inc.","Monticello","NY","",""
"O","Realty Income Corp.","Escondido","CA","",""
"OAS","Oasis Petroleum Inc.","Houston","TX","",""
"OBAS","Optibase Ltd.","Cloverdale","IN","",""
"OBCI","Ocean Bio-Chem Inc.","Fort Lauderdale","FL","",""
"OC","Owens Corning","Toledo","OH","$67,691","$47,000  $87,500"
"OCC","Optical Cable Corp.","Roanoke","VA","$70,000","$60,000  $80,000"
"OCLR","Oclaro, Inc.","San Jose","CA","$78,491","$60,000  $106,950"
"NTN","NTN Buzztime Inc.","Carlsbad","CA","",""
"NTRI","Nutrisystem, Inc.","Fort Washington","PA","$75,046","$42,500  $94,600"
"NTRS","Northern Trust Corporation","Chicago","IL","$65,037","$34,000  $140,000"
"NTSC","National Technical Systems Inc.","","CA","$42,394","$33,571  $60,000"
"NTSP","Netspend Holdings, Inc.","Austin","TX","$83,712","$40,000  $115,000"
"NTZ","Natuzzi SpA","Santeramo in Colle","Puglia","",""
"NU","Northeast Utilities","Hartford","CT","$106,878","$49,250  $780,000"
"NUAN","Nuance Communications, Inc.","Burlington","MA","$92,815","$38,064  $175,000"
"NURO","NeuroMetrix Inc.","Waltham","MA","$86,097","$55,000  $97,000"
"NUS","Nu Skin Enterprises Inc.","Provo","UT","",""
"NUTR","Nutraceutical International Corp.","Park City","UT","",""
"NUVA","NuVasive, Inc.","San Diego","CA","$79,661","$55,000  $125,000"
"NVAX","Novavax, Inc.","Rockville","MD","$69,533","$40,000  $115,208"
"NVDA","NVIDIA Corporation","Santa Clara","CA","$101,296","$40,500  $230,000"
"NVE","NV Energy, Inc.","Las Vegas","NV","$89,185","$50,000  $150,000"
"NVEC","NVE Corp.","Eden Prairie","MN","",""
"NVGND","Novogen Limited","Macquarie Park","NSW","",""
"NVLS","Novellus Systems, Inc.","San Jose","CA","$84,997","$40,000  $144,185"
"NVMI","Nova Measuring Instruments Ltd.","","","$83,908","$66,948  $108,565"
"NVO","Novo Nordisk A/S","BagsvÃ¦rd","Hovedstaden","",""
"NRGY","Inergy, L.P.","Kansas City","MO","",""
